OFFENSE_ID,GEO_LON,GEO_LAT,IS_CRIME
201869000000000.0,-104.9807474,39.7018348,1
201874000000000.0,-104.9819095,39.731684,1
201875000000000.0,-105.0412761,39.7018174,1
201871000000000.0,-104.770129,39.8239441,1
201872000000000.0,-104.8246408,39.7925123,1
201871000000000.0,-104.7712326,39.8092419,1
2018250000000000.0,-104.98143799999998,39.7387071,1
2.0186e+16,-104.9811328,39.7506449,1
2.0186e+16,-104.902617,39.6294148,1
2.0186e+16,-105.02915159999998,39.66870220000001,1
2018250000000000.0,-105.0166571,39.7849304,1
2018980000000.0,-104.9011599,39.77035220000001,1
201874000000000.0,-104.9055052,39.7626189,1
2.0186e+16,-104.9619038,39.6967454,1
2018140000000000.0,-104.8997988,39.728219,1
2.0185e+16,-104.940928,39.7294896,1
2018140000000000.0,-104.9719481,39.6781584,1
2018140000000000.0,-104.8444769,39.7921248,1
201858000000000.0,-105.0294914,39.734623600000006,1
201857000000000.0,-105.0349701,39.7685026,1
201853000000000.0,-104.7721244,39.7836974,1
201842000000000.0,-104.9712394,39.7547901,1
2018120000000000.0,-104.9515516,39.68629,1
2.0186e+16,-104.9186517,39.6859041,1
201827000000000.0,-105.04153159999998,39.7693299,1
20186000000000.0,-104.937147,39.7407601,1
20186000000000.0,-104.9620947,39.6982699,1
20185800000000.0,-104.9926675,39.74166870000001,1
20186400000000.0,-105.0231633,39.711461,1
2018230000000000.0,-104.9028017,39.7809929,1
2.0185e+16,-104.9828144,39.7473634,1
2018230000000000.0,-104.8850999,39.6403059,1
2017870000000000.0,-105.0237433,39.77001420000001,1
2018240000000000.0,-105.0275322,39.7040087,1
2017860000000000.0,-104.9939225,39.7461434,1
2018420000000000.0,-105.0298723,39.66770579999999,1
2018240000000000.0,-104.9112965,39.7536874,1
2018240000000000.0,-104.9333777,39.6804469,1
2.0185e+16,-104.9831747,39.7351376,1
2018230000000000.0,-104.9324867,39.7300119,1
2018340000000000.0,-105.0705878,39.6393842,1
2018230000000000.0,-104.8901915,39.745467700000006,1
2018220000000000.0,-105.0102435,39.7413836,1
2018340000000000.0,-104.95333329999998,39.7184953,1
201827000000000.0,-104.8479993,39.7700121,1
201842000000000.0,-104.921234,39.7398786,1
201842000000000.0,-104.8991087,39.6510607,1
201844000000000.0,-105.0269646,39.74022479999999,1
2018170000000000.0,-105.0247978,39.6863481,1
2018420000000000.0,-104.828322,39.7968132,1
201881000000000.0,-104.8913129,39.7588457,1
2018440000000000.0,-104.9589732,39.6786046,1
2018440000000000.0,-104.9821155,39.7399097,1
2018240000000000.0,-105.03113229999998,39.70936270000001,1
2.0185e+16,-105.05414840000002,39.6576756,1
2018310000000000.0,-105.0039203,39.7771523,1
2018310000000000.0,-104.9898975,39.7548395,1
2018310000000000.0,-105.0930053,39.6336987,1
2018440000000000.0,-105.104734,39.6290799,1
201884000000000.0,-104.9592935,39.6817686,1
2018250000000000.0,-104.8916652,39.7813833,1
2018250000000000.0,-105.0062889,39.689396,1
2.0185e+16,-105.03845520000002,39.74814110000001,1
2018310000000000.0,-104.9853607,39.76771970000001,1
2018310000000000.0,-104.9982788,39.7237964,1
2018250000000000.0,-104.9402374,39.758556,1
2018250000000000.0,-105.0424501,39.7190844,1
201881000000000.0,-104.98318190000002,39.7370593,1
2018250000000000.0,-104.9306453,39.7317189,1
2018220000000000.0,-104.8046632,39.7770144,1
201879000000000.0,-104.9921017,39.6778793,1
2018250000000000.0,-104.9510579,39.7825839,1
2018220000000000.0,-104.9911949,39.7525034,1
2018310000000000.0,-105.033046,39.6648111,1
2018210000000000.0,-104.88772620000002,39.7207116,1
2018440000000000.0,-104.9879803,39.711519,1
2018430000000000.0,-104.75285,39.7709648,1
2018430000000000.0,-105.0013634,39.7544768,1
2018440000000000.0,-104.9845149,39.75937860000001,1
2018440000000000.0,-105.0217736,39.7364703,1
2018440000000000.0,-105.0354565,39.7793756,1
2018210000000000.0,-105.0489897,39.7270352,1
2018210000000000.0,-104.8469458,39.7715876,1
2018210000000000.0,-104.8780871,39.7076372,1
2018460000000000.0,-104.9876749,39.694925,1
2018460000000000.0,-104.9376396,39.7218969,1
20187900000000.0,-104.8850076,39.73438820000001,1
201811000000000.0,-104.9106692,39.7711963,1
2018260000000000.0,-104.8995837,39.7421338,1
2018250000000000.0,-104.9548048,39.7358963,1
2018460000000000.0,-104.9807882,39.7597164,1
2017370000000000.0,-104.8937433,39.7410414,1
2018260000000000.0,-104.9871359,39.7200477,1
2018430000000000.0,-104.9711148,39.739718,1
2018460000000000.0,-104.98721299999998,39.7090147,1
2018430000000000.0,-104.901026,39.7402222,1
201837000000000.0,-105.0324478,39.6836993,1
201838000000000.0,-104.8969868,39.6557965,1
201837000000000.0,-104.8980311,39.65412720000001,1
2018140000000000.0,-104.8898881,39.75131629999999,1
2018140000000000.0,-104.8516822,39.657974,1
2.0186e+16,-104.9281735,39.6759797,1
2018430000000000.0,-105.039146,39.7252703,1
201823000000000.0,-104.9066535,39.7399954,1
20190000000000.0,-104.91975159999998,39.65085139999999,1
2018210000000000.0,-104.7712659,39.7841395,1
2018130000000000.0,-105.0184868,39.78895960000001,1
201811000000000.0,-104.9505964,39.7266141,1
2018220000000000.0,-104.8108357,39.787554,1
2018210000000000.0,-104.9571963,39.7195564,1
201878000000000.0,-104.967231,39.738402,1
201874000000000.0,-105.03403020000002,39.67923070000001,1
201855000000000.0,-104.8869217,39.752561,1
2018320000000000.0,-104.8228743,39.79781420000001,1
2018320000000000.0,-105.0255803,39.7377513,1
201877000000000.0,-105.0255345,39.7287494,1
2018320000000000.0,-104.8668322,39.7594468,1
2018180000000000.0,-104.9241741,39.6542033,1
2018180000000000.0,-105.0455812,39.6379751,1
2018110000000000.0,-104.9747929,39.74002,1
201891000000000.0,-104.9414273,39.6882135,1
2018100000000000.0,-104.9801646,39.6773495,1
2018320000000000.0,-105.0486807,39.7330709,1
201896000000000.0,-104.95890520000002,39.6800565,1
2018230000000000.0,-104.9431048,39.6662258,1
2.0185e+16,-104.89864140000002,39.6401042,1
201893000000000.0,-105.0402372,39.7301941,1
201894000000000.0,-105.0308863,39.7222233,1
2.0185e+16,-104.9879168,39.6890374,1
2018190000000000.0,-104.9011439,39.7401542,1
2018210000000000.0,-104.8861706,39.7404531,1
2018190000000000.0,-105.0468877,39.6715749,1
2018400000000000.0,-104.8890292,39.738862,1
2018190000000000.0,-104.7700149,39.8208879,1
2018190000000000.0,-104.9867669,39.7413357,1
2018390000000000.0,-105.0018021,39.6897257,1
2018390000000000.0,-104.9978384,39.7187651,1
2018200000000000.0,-105.0242874,39.68616760000001,1
2018400000000000.0,-104.9831528,39.7443891,1
2018390000000000.0,-104.9450591,39.6944791,1
201867000000000.0,-104.8570136,39.77743270000001,1
2018110000000000.0,-104.9740478,39.7160888,1
2017830000000000.0,-105.0256278,39.78488170000001,1
2018400000000000.0,-104.9577608,39.7389764,1
2018110000000000.0,-104.9991428,39.7740629,1
2018400000000000.0,-104.9772742,39.7348782,1
2018210000000000.0,-105.0214409,39.7576047,1
2018190000000000.0,-104.9691264,39.73603320000001,1
2.0165e+16,-104.898991,39.6332755,1
2018210000000000.0,-104.91598940000002,39.666366,1
2018210000000000.0,-105.0504943,39.6675668,1
2018200000000000.0,-104.9782284,39.71749929999999,1
2018200000000000.0,-104.9144136,39.6955878,1
2018480000000000.0,-104.9403605,39.727977,1
201825000000000.0,-104.9849052,39.7648352,1
2017410000000000.0,-104.9055534,39.682665,1
2018240000000000.0,-104.9744187,39.7425056,1
2.0188e+16,-104.6861117,39.8378555,1
201825000000000.0,-105.0218652,39.6666961,1
2.0186e+16,-105.054128,39.64019310000001,1
201825000000000.0,-104.98715359999998,39.6860224,1
2018180000000000.0,-105.00130559999998,39.6955903,1
2018490000000000.0,-104.8861269,39.7397556,1
2018250000000000.0,-104.9409662,39.7652908,1
2018190000000000.0,-105.0098338,39.7119717,1
2018490000000000.0,-105.0571427,39.6542772,1
2018180000000000.0,-105.0345116,39.7405706,1
2018400000000000.0,-104.9027645,39.7273172,1
